currency,name,fullName,precision,isMarginEnabled,isDebitEnabled
AERGO,aergo,aergo,8,False,False
AGI,agi,singularitynet,8,False,False
AION,aion,aion,8,False,True
AIX,aix,aigang,8,False,False
AMB,amb,airdao,8,False,True
AOA,aoa,aurora (aoa),8,False,False
APH,aph,aphelion,8,False,False
ARN,arn,aeron,8,False,False
ARY,ary,block array,8,False,False
AVA,ava,ava,8,False,True
AXPR,axpr,axpire,8,False,False
BAX,bax,babb,8,False,False
BCD,bcd,bitcoin diamond,8,False,False
BCH,bch,bitcoin cash,8,True,True
BCHABC,bchabc,bchabc,8,True,False
BCHSV,bsv,bchsv,8,True,True
BCPT,bcpt,blockmason,8,False,False
BHC,bhc,black hole coin,8,False,False
BNTY,bnty,bounty0x,8,False,False
BOS,bos,boscoin,8,False,False
BPT,bpt,bux platform token,8,False,False
BRD,brd,bread,8,False,False
BTC,btc,bitcoin,8,True,True
BTCP,btcp,bitcoin private,8,False,False
BTG,btg,bitcoin gold,8,False,False
BTM,btm,bytom,8,False,False
BU,bu,bumo,8,False,False
CAG,cag,change,8,False,False
CAN,can,canya,8,False,False
CAPP,capp,cappasity,8,False,False
CAT,cat,bitclave,8,False,False
CBC,cbc,cbc.network,8,False,False
CFD,cfd,confido,8,False,False
CHP,chp,coinpoker,8,False,False
CHSB,chsb,swissborg,8,False,False
COFI,cofi,coinfi,8,False,False
COSM,cosm,cosmo coin,8,False,False
COV,cov,covesting,8,False,False
CPC,cpc,cpchain,8,False,True
CRPT,crpt,crypterium,8,False,False
CS,cs,credits,8,False,True
CTR,ctr,centra,8,False,False
CV,cv,carvertical,8,False,False
CVC,cvc,civic,8,False,False
CXO,cxo,cargox,8,False,False
DACC,dacc,decentralized accessible content chain,8,False,False
DADI,dadi,edge,8,False,False
DAG,dag,constellation,8,False,True
DAI,dai,dai,8,False,True
DASH,dash,dash,8,True,True
DAT,dat,datum,8,False,False
DATX,datx,datx,8,False,False
DBC,dbc,deepbrain chain,8,False,False
DCC,dcc,distributed credit chain,8,False,False
DCR,dcr,decred,8,False,False
DEB,deb,debitum network,8,False,False
DENT,dent,dent,8,False,False
DGB,dgb,digibyte,8,True,True
DNA,dna,encrypgen,8,False,False
DOCK,dock,dock,8,False,False
DRGN,drgn,dragonchain,8,False,False
DTA,dta,data,8,False,False
EBTC,ebtc,ebitcoin,8,False,False
EDN,edn,edenchain,8,False,False
EDR,edr,endor protocol,8,False,False
EGT,egt,egretia,8,False,False
ELA,ela,elastos,8,False,True
ELEC,elec,electrify.asia,8,False,False
ELF,elf,aelf,8,False,False
ELIX,elix,elixir,8,False,False
ENJ,enj,enjin coin,8,True,True
EOS,eos,eos,8,True,True
EPRX,eprx,eprx,8,False,False
ETC,etc,ethereum classic,8,True,True
ETF,etf,ethereum fog,8,False,False
ETH,eth,ethereum,8,True,True
ETN,etn,electroneum,8,False,True
EVX,evx,everex,8,False,False
EXY,exy,experty,8,False,False
FLIXX,flixx,flixxo,8,False,False
FOTA,fota,fortuna,8,False,False
FTM,ftm,fantom,8,True,True
GALA,galadelisted,galadelisted,8,False,False
GAS,gas,neogas,8,False,False
GAT,gat,global awards token,8,False,False
GGC,ggc,gramgold coin,8,False,False
GLA,gla,gladius token,8,False,False
GMB,gmb,gamb,8,False,False
GO,go,gochain,8,False,False
GOD,god,bitcoin god,8,False,False
GVT,gvt,genesis vision,8,False,False
HAT,hat,hawala.today,8,False,False
HC,hc,hc,8,False,False
HKN,hkn,hacken,8,False,False
HPB,hpb,high performance blockch,8,False,False
HST,hst,horizon state,8,False,False
IHT,iht,i-house token,8,False,False
ING,ing,iungo,8,False,False
INS,ins,insolar,8,False,False
IOG,iog,playgroundz,8,False,False
IOST,iost,internet of services,8,True,True
IOTX,iotx,iotex,8,True,True
ITC,itc,iot chain,8,False,False
J8T,j8t,jet8,8,False,False
JNT,jnt,jibrel network,8,False,False
KAT,kat,kambria,8,False,False
KCS,kcs,kucoin token,8,True,False
KEY,key,selfkey,8,False,False
KICK,kick,kicktoken,8,False,False
KNC,knc,kyber network,8,False,False
LA,la,latoken,8,False,False
LALA,lala,lala world,8,False,False
LEND,lend,aave,8,False,False
LOC,loc,locktrip,8,False,False
LOCI,loci,locicoin,8,False,False
LOOM,loom,loom network,8,False,False
LSK,lsk,lisk,8,False,False
LTC,ltc,litecoin,8,True,True
LYM,lym,lympo,8,False,False
MAN,man,matrix ai network,8,False,True
MANA,mana,decentraland,8,True,True
MCT,mct,master contract token ,8,False,False
MEE,mee,coinmeet,8,False,False
MEET,meet,coinmeet,8,False,False
META,meta,metadium,8,False,False
MKR,mkr,maker,8,True,True
MOBI,mobi,mobius,8,False,False
MOD,mod,modum,8,False,False
MTC,mtc,doc.com,8,False,False
MTH,mth,monetha,8,False,False
MTN,mtn,medicalchain,8,False,False
MVP,mvp,merculet,8,False,False
MWAT,mwat,restart energy,8,False,False
NANO,nano,nano,8,False,False
NEBL,nebl,neblio,8,False,False
NEO,neo,neo,8,True,True
NULS,nuls,nuls,8,False,True
OCN,ocn,odyssey,8,False,False
OLT,olt,oneledger,8,False,True
OMG,omg,omisego,8,True,True
OMX,omx,shivom,8,False,False
ONG,ong,ong,8,False,False
ONION,onion,deeponion,8,False,False
ONOT,onot,ono,8,False,False
ONT,ont,ontology,8,False,True
OPEN,open,open platform,8,False,False
OPQ,opq,opacity,8,False,False
PAL,pal,pal network,8,False,False
PARETO,pareto,pareto rewards,8,False,False
PAX,pax,paxos standard,8,False,False
PAY,pay,tenxpay,8,False,False
PBL,pbl,publica,8,False,False
PHX,phx,red pulse phoenix,8,False,False
PLAY,play,herocoin,8,False,False
POE,poe,po.et,8,False,False
POLL,poll,clearpoll,8,False,False
POLY,poly,polymath,8,False,False
POWR,powr,power ledger,8,False,True
PPT,ppt,populous,8,False,False
PRL,prl,oyster pearl,8,False,False
PURA,pura,pura,8,False,False
QKC,qkc,quarkchain,8,False,False
QLC,qlc,qlink,8,False,False
QSP,qsp,quantstamp,8,False,False
QTUM,qtum,qtum,8,False,False
R,rev,revain,8,False,True
RDN,rdn,raiden network,8,False,False
REQ,req,request,8,True,True
RHOC,rhoc,rchain,8,False,False
SAY,say,spherepay,8,False,False
SHL,shl,shl,8,False,False
SNC,snc,suncontract,8,False,False
SNM,snm,sonm,8,False,False
SNOV,snov,snovio,8,False,False
SNT,snt,status,8,False,False
SNX,snx,synthetix network token,8,True,True
SOUL,soul,phantasma,8,False,False
SPF,spf,sportyco,8,False,False
SPHTX,sphtx,sophiatx,8,False,False
SRN,srn,sirin labs token,8,False,False
STK,stk,stk,8,False,False
STQ,stq,storiqa,8,False,False
STX_OLD,stx_old,stox,8,False,False
SUB,sub,substratum,8,False,False
SUSD,susd,susd,8,False,True
TEL,tel,telcoin,8,False,True
TFD,tfd,te-food,8,False,False
TFL,tfl,trueflip,8,False,False
TIME,time,chrono.tech,8,False,False
TIO,tio,trade token,8,False,False
TKY,tky,thekey,8,False,False
TMT,tmt,traxia,8,False,False
TNC,tnc,trinity,8,False,False
TOMO,tomo,tomochain,8,False,False
TRAC,trac,origintrail,8,False,False
TRX,trx,tron,8,True,True
TUSD,tusd,trueusd,8,False,False
UKG,ukg,unikoin gold,8,False,False
USDC,usdc,usd coin,8,True,True
USDT,usdt,tether,8,True,True
USE,use,usechain,8,False,False
UT,ut,ulordtoken,8,False,True
UTK,utk,utrust,8,False,False
VET,vet,vechain,8,True,True
VNX,vnx,visionx,8,False,False
VTHO,vtho,vethor token,8,False,False
WAN,wan,wanchain,8,False,False
WAX,waxp,wax,8,True,True
WPR,wpr,wepower,8,False,False
WTC,wtc,walton,8,False,True
XAS,xas,asch,8,False,False
XLM,xlm,stellar,8,True,True
XLR,xlr,solaris,8,False,False
XRP,xrp,xrp,8,True,True
XYO,xyo,xyo network,8,False,True
ZIL,zil,zilliqa,8,True,True
ZINC,zinc,zinc,8,False,False
ZPT,zpt,zeepin,8,False,False
ZRX,zrx,0x,8,False,True
GRIN,grin,grin,8,False,True
SOLVE,solve,solve,4,False,False
BTT,btt,bittorrent (new),8,True,True
MHC,mhc,metahash,4,False,True
GMT,gmt,stepn,8,True,True
NOK,nok,norwegian krone,2,False,False
SAR,sar,saudi riyal,2,False,False
AED,aed,uae dirham,2,False,False
ILS,ils,new israeli sheqel,2,False,False
NZD,nzd,new zealand dollar,2,False,False
PHP,php,philippine peso,2,False,False
COP,cop,colombian peso,2,False,False
IDR,idr,rupiah,2,False,False
VND,vnd,dong,2,False,False
KRW,krw,won,2,False,False
ARS,ars,argentine peso,2,False,False
DZD,dzd,algerian dinar,2,False,False
BICO,bico,biconomy,8,False,True
STG,stg,stargate finance,8,False,True
LMR,lmr,lumerin,8,False,False
LOKA,loka,league of kingdoms arena,8,False,False
URUS,urus,aurox,8,False,False
BNC,bnc,bifrost,8,False,False
JAM,jam,geojam,8,False,False
LBP,lbp,launchblock,8,False,False
CFX,cfx,conflux,8,True,True
XCN,xcn,onyxcoin,8,False,False
KP3R,kp3r,keep3rv1,8,False,False
LOOKS,looks,looksrare,8,False,False
UPO,upo,uponly,8,False,False
INDI,indi,indigg,8,False,False
TITAN,titan,titanswap,8,False,False
SPELL,spell,spell token,8,False,False
SLCL,slcl,solcial,8,False,False
RPC,rpc,ripio coin,8,False,False
CEEK,ceek,ceek vr,8,False,False
T,t,threshold,8,False,False
BETA,beta,beta finance,8,False,False
VEMP,vemp,vemp,8,False,False
NHCT,nhct,hurricane nft,8,False,False
PIKASTER,pikaster,pikaster,8,False,False
FRA,fra,findora,8,False,False
ARNM,arnm,arenum,8,False,False
VISION,vision,visiongame,8,False,False
ALPINE,alpine,alpine f1 team fan token,8,False,False
COCOS,cocos,cocos-bcx,8,False,True
BNX,bnx,binaryx,8,False,False
ZBC,zbc,zebec protocol,8,False,False
WOOP,woop,woonkly power,8,False,False
NYM,nym,nym,8,False,True
VOXEL,voxel,voxies,8,False,False
PSTAKE,pstake,pstake finance,8,False,False
SPA,spa,sperax,8,False,True
RACA,raca,radio caca,8,False,False
DAR,dar,mines of dalarnia,8,True,True
SYNR,synr,mobland,8,False,False
MV,mv,gensokishi metaverse,8,False,False
XDEFI,xdefi,xdefi wallet,8,False,False
HAWK,hawk,hawksight,8,False,False
SWFTC,swftc,swftcoin,8,False,False
XWG,xwg,x world games,8,False,False
IDEX,idex,idex,8,False,False
PLATO,plato,plato farm,8,False,False
BRWL,brwl,blockchain brawlers,8,False,False
TAUM,taum,orbitau taureum,8,False,False
CELR,celr,celer network,8,False,True
ITAMCUBE,itamcube,cube,8,False,False
AURORA,aurora,aurora,8,False,False
ELITEHERO,elitehero,cebg,8,False,False
POSI,posi,position exchange,8,False,False
SIN,sin,sinverse,8,False,False
COOHA,cooha,coolhash,8,False,False
EPK,epk,epik protocol,8,False,False
PLD,pld,plutonians,8,False,False
EPX,epx,ellipsis x,8,False,False
PSL,psl,pastel,8,False,False
SYS,sys,syscoin,8,False,False
OVR,ovr,ovr,8,False,False
PKF,pkf,polkafoundry,8,False,False
DG,dg,decentral games,8,False,False
BRISE,brise,bitgert,8,False,False
PLY,ply,aurigami,8,False,False
GST,gst,green satoshi token,8,False,False
AKT,akt,akash network,8,False,False
FSN,fsn,fusion,8,False,False
GAL,gal,galxe,8,True,True
FITFI,fitfi,step app,8,True,True
BSW,bsw,biswap,8,False,False
H2O,h2o,h2o dao,8,False,False
AUSD,ausd,acala dollar,8,False,False
GMM,gmm,gamium,8,False,False
FCD,fcd,freshcut diamond,8,False,False
BOBA,boba,boba network,8,False,False
XRACER,xracer,xrush,8,False,False
BFC,bfc,bifrost,8,False,False
BIFI,bifi,bifi,8,False,False
KARA,kara,karastar,8,False,False
DFA,dfa,define,8,False,False
KYL,kyl,kylin network,8,False,False
CELT,celt,celestial,8,False,False
MBL,mbl,moviebloc,8,False,False
DUSK,dusk,dusk,8,False,True
CCD,ccd,concordium,8,False,False
USDD,usdd,decentralized usd,8,True,True
MBOX,mbox,mobox,8,False,False
SCRT,scrt,secret,8,False,False
MLS,mls,wingoal,8,False,False
AFK,afk,afkdao,8,False,False
ACH,ach,alchemy pay,8,False,True
APE3L,ape3l,ape 3x long,8,False,False
APE3S,ape3s,ape 3x short,8,False,False
GMT3L,gmt3l,gmt 3x long,8,False,False
GMT3S,gmt3s,gmt 3x short,8,False,False
IHC,ihc,inflation hedging coin,8,False,False
STORE,store,bit.store,8,False,False
DOSE,dose,dose,8,False,False
LUNC,lunc,terra classic,8,True,True
USTC,ustc,terra classic usd,8,False,False
JASMY3L,jasmy3l,jasmy 3x long,8,False,False
JASMY3S,jasmy3s,jasmy 3x short,8,False,False
SRBS,srbs,super rare ball shares,8,False,False
RBS,rbs,rare ball shares,8,False,False
IDLENFT,idlenft,idlestoneage,8,False,False
OP,op,optimism,8,True,True
EVER,ever,everscale,8,False,False
ICX,icx,icon,8,False,True
MOOV,moov,dotmoovs,8,False,False
USDP,usdp,pax dollar,8,False,False
WELL,well,moonwell,8,False,False
CSPR,cspr,casper,8,False,True
FORT,fort,forta,8,False,False
REV3L,rev3l,rev3al,8,False,False
WEMIX,wemix,wemix,8,False,False
OGV,ogv,origin dollar governance,8,False,False
OLE,ole,openleverage,8,False,False
LDO,ldo,lido dao,8,False,True
CULT,cult,cult dao,8,False,False
RBP,rbp,rare ball portion,8,False,False
SRBP,srbp,super rare ball portion,8,False,False
HIBAYC,hibayc,hibayc,8,False,False
HIPUNKS,hipunks,hipunks,8,False,False
BUSD,busd,binance usd,8,False,True
FIDA,fida,bonfida,8,False,False
WOMBAT,wombat,wombat,8,False,False
FT,ft,fracton protocol,8,False,False
HIENS4,hiens4,hiens4,8,False,False
EGAME,egame,every game,8,False,False
STEPWATCH,stepwatch,stepwatch,8,False,False
HISAND33,hisand33,hisand33,8,False,False
XRD,xrd,radix,8,False,True
PIKASTER2,pikaster2,pikaster,8,False,False
DC,dc,dogechain,8,False,True
HIENS3,hiens3,hiens3,8,False,False
NEER,neer,metaverse.network & bit.country,8,False,False
RVN,rvn,ravencoin,8,False,False
MC,mc,mechaverse,8,False,False
PEEL,peel,meta apes,8,False,False
SDL,sdl,saddle dao,8,False,False
HIODBS,hiodbs,hiodbs,8,False,False
SWEAT,sweat,sweat economy,8,False,False
CMP,cmp,caduceus,8,False,False
PIX,pix,pixie,8,False,False
HIDOODLES,hidoodles,hidoodles,8,False,False
MPLX,mplx,metaplex,8,False,False
ETHW,ethw,ethpow,8,True,True
QUARTZ,quartz,sandclock,8,False,False
PUMLX,pumlx,pumlx,8,False,False
HIMAYC,himayc,himayc,8,False,False
ACQ,acq,acquire.fi,8,False,False
RED,red,red token,8,False,False
AOG,aog,ageofgods,8,False,False
PRMX,prmx,prema,8,False,False
XETA,xeta,xana,8,False,False
00,00,p00ls,8,False,False
GEM,gem,gemie,8,False,False
HIOD,hiod,hiod,8,False,False
KICKS,kicks,getkicks,8,False,False
ASTROBOY,astroboy,mc astroboy,8,False,False
DERC,derc,derace,8,False,False
TRIBL,tribl,tribal token,8,False,False
P00LS,p00ls,p00ls,8,False,False
GMX,gmx,gmx,8,False,True
POKT,pokt,pocket network,8,False,False
EFI,efi,efinity,8,False,False
APT,apt,aptos,8,True,True
BBC,bbc,bull btc club,8,False,False
EUL,eul,euler,8,False,False
TON,ton,ton,8,True,True
HIMEEBITS,himeebits,himeebits,8,False,False
HISQUIGGLE,hisquiggle,hisquiggle,8,False,False
PIAS,pias,pias,8,False,False
XCV,xcv,xcarnival,8,False,False
ECOX,ecox,eco,8,False,False
HFT,hft,hashflow,8,False,True
MM,mm,metamecha,8,False,False
HIFIDENZA,hifidenza,hifidenza,8,False,False
AZERO,azero,aleph zero,8,False,True
BEAT,beat,metabeat,8,False,False
CLUB,club,club coin,8,False,False
MATCH,match,matching game,8,False,False
NRFB,nrfb,nurifootball,8,False,False
HIGAZERS,higazers,higazers,8,False,False
NAVI,navi,atlas navi,8,False,False
HIPENGUINS,hipenguins,hipenguins,8,False,False
CARE,care,care,8,False,False
ALT,alt,aptoslaunchtoken,8,False,False
HICLONEX,hiclonex,hiclonex,8,False,False
OAS,oas,oasys,8,False,False
PRIMAL,primal,primal,8,False,False
HICOOLCATS,hicoolcats,hicoolcats,8,False,False
HIAZUKI,hiazuki,hiazuki,8,False,False
TEM,tem,temdao,8,False,False
HIFLUF,hifluf,hifluf,8,False,False
OSMO,osmo,osmo,8,False,False
FLR,flr,flare network,8,False,True
HIBIRDS,hibirds,himoonbirds,8,False,False
BDX,bdx,beldex,8,False,False
HIMFERS,himfers,himfers,8,False,False
SIMP,simp,so-col,8,False,False
MAGIC,magic,magic,8,False,True
ASTRA,astra,astra protocol,8,False,True
HIVALHALLA,hivalhalla,hivalhalla,8,False,False
SQUAD,squad,squad,8,False,False
RPL,rpl,rocket pool,8,False,True
HIRENGA,hirenga,hirenga,8,False,False
HIGH,high,highstreet,8,False,False
KING,king,kingdomverse,8,False,False
OP2L,op2l,op 2x long,8,False,False
OP2S,op2s,op 2x short,8,False,False
SHIB2L,shib2l,shib 2x long,8,False,False
SHIB2S,shib2s,shib 2x short,8,False,False
APT2L,apt2l,apt 2x long,8,False,False
APT2S,apt2s,apt 2x short,8,False,False
HIUNDEAD,hiundead,hiundead,8,False,False
AGIX2L,agix2l,agix 2x long,8,False,False
AGIX2S,agix2s,agix 2x short,8,False,False
GRT2L,grt2l,grt 2x long,8,False,False
GRT2S,grt2s,grt 2x short,8,False,False
GFT,gft,gifto,8,False,False
FLOKI,floki,floki,8,True,True
HIFRIENDS,hifriends,hifriends,8,False,False
BLUR,blur,blur,8,True,True
WAXL,waxl,axelar,8,False,False
SSV,ssv,ssv.network,8,False,True
IGU,igu,iguverse,8,False,False
ACS,acs,access protocol,8,False,True
BLUR2L,blur2l,blur 2x long,8,False,False
BLUR2S,blur2s,blur 2x short,8,False,False
CSIX,csix,carbon,8,False,False
HISEALS,hiseals,hiseals,8,False,False
CFX2L,cfx2l,cfx 2x long,8,False,False
CFX2S,cfx2s,cfx 2x short,8,False,False
SIDUS,sidus,sidus,8,False,False
GOAL,goal,topgoal,8,False,False
SYN,syn,synapse,8,False,False
GRAIL,grail,camelot,8,False,False
DPX,dpx,dopex,8,False,False
RDNT,rdnt,radiant,8,False,True
AIPAD,aipad,aipad,8,False,False
GNS,gns,gains network,8,False,False
HIBEANZ,hibeanz,hibeanz,8,False,False
BLZ,blz,bluzelle,8,False,False
MINA,mina,mina,8,False,True
NXRA,nxra,allianceblock nexera,8,False,False
HALO,halo,halo,8,False,False
HMND,hmnd,humanode,8,False,False
HIFI,hifi,hifi finance,8,False,False
NOM,nom,onomy protocol,8,False,False
LQTY,lqty,liquity,8,False,True
STRAX,strax,stratis,8,False,False
ARB,arb,arbitrum,8,True,True
ID,id,space id,8,False,True
ID3L,id3l,id 3x long,8,False,False
ID3S,id3s,id 3x short,8,False,False
ARB3S,arb3s,arb 3x short,8,False,False
ARB3L,arb3l,arb 3x long,8,False,False
BTCUP,btcup,btc 2-4 long,8,False,False
BTCDOWN,btcdown,btc 2-4 short,8,False,False
ETHUP,ethup,eth 2-4 long,8,False,False
ETHDOWN,ethdown,eth 2-4 short,8,False,False
AOS,aos,aos,8,False,False
MYRIA,myria,myria,8,False,False
SD,sd,stader,8,False,False
RLTM,rltm,reality metaverse,8,False,False
KAGI,kagi,delysium,8,False,False
CGPT,cgpt,chaingpt,8,False,False
SXPUP,sxpup,sxp 2-4 long,8,False,False
SXPDOWN,sxpdown,sxp 2-4 short,8,False,False
MASKUP,maskup,mask 2-4 long,8,False,False
MASKDOWN,maskdown,mask 2-4 short,8,False,False
DYDXUP,dydxup,dydx 2-4 long,8,False,False
DYDXDOWN,dydxdown,dydx 2-4 short,8,False,False
OTK,otk,octo gaming,8,False,False
RNDRUP,rndrup,rndr 2-4 long,8,False,False
RNDRDOWN,rndrdown,rndr 2-4 short,8,False,False
STXUP,stxup,stx 2-4 long,8,False,False
STXDOWN,stxdown,stx 2-4 short,8,False,False
LINAUP,linaup,lina 2-4 long,8,False,False
LINADOWN,linadown,lina 2-4 short,8,False,False
ZPAY,zpay,zoidpay,8,False,False
GPT,gpt,cryptogpt token,8,False,False
PZP,pzp,playzap,8,False,False
BABYDOGE,babydoge,baby doge coin,12,False,True
INJUP,injup,inj 2-4 long,8,False,False
INJDOWN,injdown,inj 2-4 short,8,False,False
ETCUP,etcup,etc 2-4 long,8,False,False
ETCDOWN,etcdown,etc 2-4 short,8,False,False
LOCUS,locus,locus chain,8,False,False
IRON,iron,iron,8,False,False
IZI,izi,izumi finance,8,False,False
SUI,sui,sui,8,True,True
SUI3L,sui3l,sui 3x long,8,False,False
SUI3S,sui3s,sui 3x short,8,False,False
KAS,kas,kaspa,8,False,True
CTSIUP,ctsiup,ctsi 2-4 long,8,False,False
CTSIDOWN,ctsidown,ctsi 2-4 short,8,False,False
ICPUP,icpup,icp 2-4 long,8,False,False
ICPDOWN,icpdown,icp 2-4 short,8,False,False
PEPE,pepe,pepe,10,True,True
PEPEUP,pepeup,pepe 2-4 long,8,False,False
PEPEDOWN,pepedown,pepe 2-4 short,8,False,False
CETUS,cetus,cetus protocol,8,False,True
SUIP,suip,suipad,8,False,False
AIDOGE,aidoge,aidoge,12,False,False
WOJAK,wojak,wojak coin,8,False,False
BOB,bob,bob,8,False,False
MONG,mong,mongcoin,11,False,False
TURBO,turbo,turbo,8,False,False
KARATE,karate,karate,8,False,False
WLKN,wlkn,walken,8,False,False
LMWR,lmwr,limewire,8,False,False
TURBOS,turbos,turbos finance,8,False,False
FLOKIUP,flokiup,floki 2-4 long,8,False,False
FLOKIDOWN,flokidown,floki 2-4 short,8,False,False
KAVAUP,kavaup,kava 2-4 long,8,False,False
KAVADOWN,kavadown,kava 2-4 short,8,False,False
LUNCUP,luncup,lunc 2-4 long,8,False,False
LUNCDOWN,luncdown,lunc 2-4 short,8,False,False
ZILUP,zilup,zil 2-4 long,8,False,False
WOOUP,wooup,woo 2-4 long,8,False,False
ZILDOWN,zildown,zil 2-4 short,8,False,False
WOODOWN,woodown,woo 2-4 short,8,False,False
SUIA,suia,suia,8,False,False
FILUP,filup,fil 2-4 long,8,False,False
FILDOWN,fildown,fil 2-4 short,8,False,False
LUNAUP,lunaup,luna 2-4 long,8,False,False
LUNADOWN,lunadown,luna 2-4 short,8,False,False
ARPAUP,arpaup,arpa 2-4 long,8,False,False
ARPADOWN,arpadown,arpa 2-4 short,8,False,False
ROSEUP,roseup,rose 2-4 long,8,False,False
ROSEDOWN,rosedown,rose 2-4 short,8,False,False
FETUP,fetup,fet 2-4 long,8,False,False
FETDOWN,fetdown,fet 2-4 short,8,False,False
OCEANUP,oceanup,ocean 2-4 long,8,False,False
OCEANDOWN,oceandown,ocean 2-4 short,8,False,False
ALGOUP,algoup,algo 2-4 long,8,False,False
ALGODOWN,algodown,algo 2-4 short,8,False,False
LADYS,ladys,milady meme coin,11,False,True
RFD,rfd,refundcoin,8,False,False
HIBAKC,hibakc,hibakc,8,False,False
TENET,tenet,tenet,8,False,False
INFRA,infra,bware,8,False,False
VERSE,verse,verse,8,False,False
OBI,obi,orbofi ai,8,False,False
TSUGT,tsugt, captain tsubasa -rivals ,8,False,False
PIKA,pika,pika protocol,8,False,False
XPLL,xpll,parallelchain,8,False,False
LAI,lai,layerai,8,False,False
EDU,edu,open campus,8,False,False
ORDI,ordi,ordinals,8,False,True
COMBO,combo,combo,8,False,False
VOLT,volt,volt inu,10,False,False
SEI,sei,sei,8,True,True
TOMI,tomi,tominet,8,False,True
CANDY,candy,candy,8,False,False
PIP,pip,pip,8,False,False
OMN,omn,omega network,8,False,False
VCORE,vcore,imvu,8,False,False
MMM,mmm,meta merge mana,8,False,False
XEN,xen,xen crypto,8,False,False
MAV,mav,maverick protocol,8,False,True
LBR,lbr,lybra finance,8,False,False
AURA,aura,aura finance,8,False,False
PENDLE,pendle,pendle,8,False,False
GAMMA,gamma,gamma,8,False,False
EGO,ego,paysenger ego,8,False,False
PEPE2,pepe2,pepe 2.0,11,True,True
COMPUP,compup,comp 2-4 long,8,False,False
COMPDOWN,compdown,comp 2-4 short,8,False,False
MKRUP,mkrup,mkr 2-4 long,8,False,False
MKRDOWN,mkrdown,mkr 2-4 short,8,False,False
LYX,lyx,lukso,8,False,False
DCK,dck,dexcheck,8,False,False
WLD,wld,worldcoin,8,True,True
WLDUP,wldup,wld 2-4 long,8,False,False
WLDDOWN,wlddown,wld 2-4 short,8,False,False
AIEPK,aiepk,epik protocol,8,False,False
SPRINT,sprint,sprint,8,False,False
PERPUP,perpup,perp 2-4 long,8,False,False
PERPDOWN,perpdown,perp 2-4 short,8,False,False
UNFIUP,unfiup,unfi 2-4 long,8,False,False
UNFIDOWN,unfidown,unfi 2-4 short,8,False,False
TRBUP,trbup,trb 2-4 long,8,False,False
TRBDOWN,trbdown,trb 2-4 short,8,False,False
PYUSD,pyusd,paypal usd,8,False,False
FRONTUP,frontup,front 2-4 long,8,False,False
FRONTDOWN,frontdown,front 2-4 short,8,False,False
GLMRUP,glmrup,glmr 2-4 long,8,False,False
GLMRDOWN,glmrdown,glmr 2-4 short,8,False,False
ISLM,islm,islamic coin,8,False,False
ZELIX,zelix,zelix,8,False,False
BIGTIME,bigtime,big time,8,False,True
NTRN,ntrn,neutron,8,False,False
ARKM,arkm,arkham,8,False,False
VRAUP,vraup,vra 2-4 long,8,False,False
VRADOWN,vradown,vra 2-4 short,8,False,False
STORJUP,storjup,storj 2-4 long,8,False,False
STORJDOWN,storjdown,storj 2-4 short,8,False,False
LOOMUP,loomup,loom 2-4 long,8,False,False
LOOMDOWN,loomdown,loom 2-4 short,8,False,False
OFN,ofn,openfabric ai,8,False,False
TIA,tia,celestia,8,True,True
KLUB,klub,klubcoin,8,False,False
CYBER,cyber,cyberconnect,8,False,False
MEME,meme,memecoin,8,False,False
TOKEN,token,tokenfi,8,False,False
